"","peiid","User.Site.ID","siteiid","site_id","obs_date","utmzone","utmeasting","utmnorthing","x","y","horizdatnm","Std.Longitude","Std.Latitude","gpspositionalerror","describer","pedonpurpose","pedontype","pedlabsampnum","labdatadescflag","tsectstopnum","tsectinterval","utransectid","tsectkind","tsectselmeth","elev_field","slope_field","aspect_field","plantassocnm","earthcovkind1","earthcovkind2","erocl","bedrckdepth","bedrckkind","bedrckhardness","hillslopeprof","geomslopeseg","shapeacross","shapedown","slopecomplex","drainagecl","geomposhill","geomposmntn","geomposflats","slope_shape","classdate","classifier","classtype","Current.Taxon.Name","localphase","taxonkind","seriesstatus","taxpartsize","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","soiltaxedition","osdtypelocflag","taxmoistcl","taxtempregime","taxfamother","psctopdepth","pscbotdepth","selection_method","ecositeid","ecositenm","ecositecorrdate","es_classifier","es_selection_method","argillic.horizon","ochric.epipedon","albic.horizon","spodic.horizon","ortstein","duripan","cambic.horizon","paralithic.contact","lithic.contact","aquic.conditions","redox.concentrations","reduced.matrix","anthropic.epipedon","mollic.epipedon","sapric.soil.materials","marl","limnic.materials","endosaturation","redox.depletions.with.chroma.2.or.less","natric.horizon","mottles.with.chroma.2.or.less","densic.materials","histic.epipedon","umbric.epipedon","agric.horizon","glossic.horizon","coprogenous.earth","fragipan","lamellae","calcic.horizon","densic.contact","free.carbonates","lithologic.discontinuity","interfingering.of.albic.materials","fibric.soil.materials","secondary.carbonates","hemic.soil.materials","albic.materials","episaturation","abrupt.textural.change","fragic.soil.properties","placic.horizon","strongly.contrasting.particle.size.class","human.transported.material","artifacts","resistant.minerals","sulfidic.materials","sulfuric.horizon","weatherable.minerals","surface_fgravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_paragravel","surface_paracobbles","landform_string","pmkind","pmorigin","Current.Taxonomic.Class","distance","distance2"
"486","109041","S1999IN131002",109027,"S1999IN131002",1999-04-27,NA,NA,NA,-86.5942535400391,40.9336128234863,"NAD27",-86.5942307,40.9336319,NA,"Rex A. Brock, Gary L. Hudson, Shane L. McBurnett","full pedon description","OSD pedon","99P0510",0,9,49.2000007629395,NA,NA,NA,213,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2004-12-17 20:41:14,NA,"correlated","EDSELTON",NA,"series",NA,NA,"histosols","saprists","haplosaprists","limnic haplosaprists","ninth edition",0,"aquic","mesic",NA,0,130,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"outwash plain & till plain","organic, herbaceous material & marl & outwash","NA","mesic, limnic haplosaprists",94271.8846023073,1
"487","109042","S1999IN131003",109028,"S1999IN131003",1999-04-28,NA,NA,NA,-86.6328659057617,41.0847473144531,"NAD27",-86.632843,41.0847702,NA,"Rex A. Brock, Gary L. Hudson, Shane L. McBurnett","full pedon description","OSD pedon","99P0511",0,3,131.199996948242,NA,NA,NA,213,0,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"very poorly",NA,NA,NA,NA,2004-12-17 20:41:14,NA,"correlated","ANTUNG",NA,"series",NA,"sandy","inceptisols","aquepts","humaquepts","histic humaquepts","ninth edition",0,"aquic","mesic",NA,25,100,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"outwash plain","organic, herbaceous material & outwash","NA","sandy, mesic, histic humaquepts",78091.0356113391,1
"505","109576","S1999MI075001",109562,"S1999MI075001",1999-08-05,NA,NA,NA,-84.3795318603516,42.2595558166504,"NAD83",-84.3795278,42.2595556,NA,"Kristin Bloser, William Bowman","full pedon description","OSD pedon","99P0633",0,NA,NA,NA,NA,NA,291.799987792969,0,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,"concave","concave",NA,"very poorly","base slope",NA,NA,"concave / concave",2007-07-16 16:54:47,NA,"correlated","EDWARDS",NA,"series",NA,NA,"histosols","saprists","medisaprists","limnic medisaprists",NA,0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"lakebed (relict) & moraine","organic, unspecified & marl","NA","mesic, limnic medisaprists",288329.010148773,1
"535","113736","S1981MI157005",113081,"S1981MI157005",1981-08-04,NA,NA,NA,-83.5733337402344,43.5808334350586,"NAD27",-83.5732117,43.5808334,NA,"W. K. Mettert",NA,NA,"81P0788",0,NA,NA,NA,NA,NA,181,1,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"linear",NA,"very poorly",NA,NA,NA,NA,2010-01-05 18:20:54,NA,"correlated","THOMAS",NA,NA,NA,"fine-loamy","inceptisols","aquepts","humaquepts","histic humaquepts",NA,0,NA,"mesic",NA,25,100,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"lake plain","lacustrine deposits & till, unspecified","NA","fine-loamy, mesic, histic humaquepts",422628.983628243,1
"612","126902","90IN035004",125158,"S1990IN035004",1990-05-01,NA,NA,NA,-85.5094451904297,40.1033325195312,NA,-85.5094452,40.1033325,NA,"Neely and Struben","full pedon description",NA,"91P0013",0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-06-15 22:13:10,NA,"correlated","Martisco",NA,"series",NA,"coarse-silty","inceptisols","aquepts","humaquepts","histic humaquepts","tenth edition",0,"aquic","mesic","not used",NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,"coarse-silty, mesic, histic humaquepts",237020.284439182,1
"629","127906","91MI039001",126162,"S1991MI039001",1991-10-01,16,685275,4953643,-84.6609420776367,44.7121887207031,"WGS84",-84.6609389,44.7121861,NA,"Jow","full pedon description",NA,"92P0312",0,NA,NA,NA,NA,NA,354,1,225,NA,NA,NA,"1",NA,NA,NA,NA,"drainageway",NA,NA,NA,"very poorly",NA,NA,NA,NA,1991-10-01 00:00:00,NA,"sampled as","Ausable",NA,NA,NA,"sandy","inceptisols","aquepts","humaquepts","histic humaquepts",NA,0,"aquic","frigid","not used",25,102,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"flood plain","organic, unspecified & alluvium","NA & mixed","sandy, frigid, histic humaquepts",422948.563142954,1
"711","158445","S03IN099001",162994,"S03IN099001",2002-11-08,16,575129,4583499,-86.1012496948242,41.399471282959,"NAD83",-86.10125,41.3994722,NA,"Rex Brock, David Gehring, Shane McBurnett","full pedon description","undefined observation","03N0259",0,5,33,NA,NA,NA,246,1,3,NA,NA,NA,"0",NA,NA,NA,"footslope","depression","concave","concave","simple","very poorly",NA,NA,NA,"concave / concave",2002-11-08 00:00:00,NA,"sampled as","Moston, loamy substratum",NA,NA,NA,NA,"histosols","saprists","haplosaprists","limnic haplosaprists","ninth edition",0,NA,"mesic",NA,0,130,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ground moraine","organic, herbaceous material & coprogenic material & lacustrine deposits","NA","mesic, limnic haplosaprists",105122.60422343,1
"712","158446","S03IN099002",162995,"S03IN099002",2002-11-08,16,574918,4584027,-86.1036911010742,41.4042510986328,"NAD83",-86.1036944,41.40425,NA,"Rex Brock, David Gehring","full pedon description","undefined observation","03N0262",0,NA,NA,NA,NA,NA,246,0,3,NA,NA,NA,"0",NA,NA,NA,"toeslope","depression","concave","concave","simple","very poorly",NA,NA,NA,"concave / concave",2002-11-08 00:00:00,NA,"sampled as","Moston, loamy substratum",NA,NA,NA,NA,"histosols","saprists","haplosaprists","limnic haplosaprists","ninth edition",0,NA,"mesic",NA,0,130,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ground moraine","organic, herbaceous material & coprogenic material & lacustrine deposits & till, unspecified","NA","mesic, limnic haplosaprists",104736.74843149,1
"714","158448","S03IN099004",162997,"S03IN099004",2002-11-13,16,573460,4587736,-86.1206970214844,41.4377784729004,"NAD83",-86.1206944,41.4377778,NA,"Rex Brock, David Gehring, Shane McBurnett","full pedon description","TUD pedon","03N0261",0,NA,NA,NA,NA,NA,248,1,5,NA,NA,NA,"0",NA,NA,NA,"footslope","lower third","concave","convex","simple","very poorly",NA,NA,NA,"concave / convex",2002-11-13 00:00:00,NA,"sampled as","Benadum",NA,NA,NA,"fine-silty","entisols","aquents","fluvaquents","thapto-histic fluvaquents","ninth edition",0,NA,"mesic",NA,25,101,"single record",NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ground moraine","alluvium & organic, herbaceous material & coprogenic material & lacustrine deposits","NA","fine-silty, mesic, thapto-histic fluvaquents",102099.145723745,1
"718","158452","S02IN073001",163001,"S02IN073001",2002-09-25,16,494759,4561320,-87.0624771118164,41.2031936645508,"NAD83",-87.0624722,41.2031944,NA,"David Gehring, Shane McBurnett","soil survey inventory","undefined observation","03N0255",0,6,100,NA,NA,NA,199.600006103516,0,0,NA,NA,NA,"0",NA,NA,NA,"toeslope","depression","linear","linear","simple","very poorly",NA,NA,NA,"linear / linear",2007-07-26 19:46:13,NA,"correlated","Warners",NA,"series",NA,"fine-silty","inceptisols","aquepts","humaquepts","histic humaquepts","ninth edition",0,NA,"mesic",NA,25,100,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,"organic, herbaceous material & marl","NA","fine-silty, mesic, histic humaquepts",49921.8325300575,1
"721","158455","S01IN141001",163004,"S01IN141001",2001-09-13,16,556974,4610965,-86.3158111572266,41.6483306884766,"NAD83",-86.3158056,41.6483333,NA,"David Gehring, Shane McBurnett, Rick Neilson","full pedon description","TUD pedon","02N0755",0,NA,NA,NA,NA,NA,216.399993896484,0,0,NA,NA,NA,"0",NA,NA,NA,"toeslope","depression","linear","linear","simple","very poorly",NA,NA,NA,"linear / linear",2007-07-26 18:47:50,NA,"correlated","Martisco",NA,"series",NA,"fine-silty","inceptisols","aquepts","humaquepts","histic humaquepts","ninth edition",0,NA,"mesic",NA,30,100,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"outwash plain","organic, unspecified & marl","NA","fine-silty, mesic, histic humaquepts",79001.1397184257,1
"747","164066","S2005MI037001",170179,"S2005MI037001",2005-01-20,16,713664,4745030,-84.3859710693359,42.8279609680176,"WGS84",-84.385975,42.8279639,NA,"Joe Calus","laboratory sampling site","taxadjunct to the series","05N0400",1,NA,NA,NA,NA,NA,247,0,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover","0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,"dip",NA,2012-04-04 00:00:00,NA,"correlated","Houghton",NA,"taxadjunct","established","not used","histosols","hemists","haplohemists","typic haplohemists","ninth edition",0,"aquic","mesic","not used",0,130,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression & moraine","organic, herbaceous material","NA","mesic, typic haplohemists",308710.20038261,1
"750","165708","S2002IN073001",169900,"S2002IN073001",2002-09-25,16,494759,4561320,-87.0624771118164,41.2031936645508,"NAD83",-87.0624695,41.2031937,NA,"David Gehring, Shane McBurnett","soil survey inventory","undefined observation","03N0255",0,6,100,NA,NA,NA,199.600006103516,0,0,NA,NA,NA,"0",NA,NA,NA,"toeslope","depression","linear","linear","simple","very poorly",NA,NA,NA,"linear / linear",2011-07-03 05:18:32,NA,"correlated","Warners",NA,"series",NA,"fine-silty","inceptisols","aquepts","humaquepts","histic humaquepts","ninth edition",0,NA,"mesic",NA,25,100,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,NA,"organic, herbaceous material & marl","NA","fine-silty, mesic, histic humaquepts",49921.9181031221,1
"754","165720","S2003IN099001",169906,"S2003IN099001",2002-11-08,16,575129,4583499,-86.1012496948242,41.399471282959,"NAD83",-86.1012497,41.3994713,NA,"Rex Brock, David Gehring, Shane McBurnett","full pedon description","undefined observation","03N0259",0,5,33,NA,NA,NA,246,1,3,NA,NA,NA,"0",NA,NA,NA,"footslope","depression","concave","concave","simple","very poorly",NA,NA,NA,"concave / concave",2002-11-08 00:00:00,NA,"sampled as","Moston, loamy substratum",NA,NA,NA,NA,"histosols","saprists","haplosaprists","limnic haplosaprists","ninth edition",0,NA,"mesic",NA,0,130,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ground moraine","organic, herbaceous material & coprogenic material & lacustrine deposits","NA","mesic, limnic haplosaprists",105122.661010063,1
"756","165724","S2003IN099004",169909,"S2003IN099004",2002-11-13,16,573460,4587736,-86.1206970214844,41.4377784729004,"NAD83",-86.120697,41.4377785,NA,"Rex Brock, David Gehring, Shane McBurnett","full pedon description","OSD pedon","03N0261",0,NA,NA,NA,NA,NA,248,1,5,NA,NA,NA,"0",NA,NA,NA,"footslope","lower third","concave","convex","simple","very poorly",NA,NA,NA,"concave / convex",2002-11-13 00:00:00,NA,"sampled as","Benadum",NA,NA,NA,"fine-silty","entisols","aquents","fluvaquents","thapto-histic fluvaquents","ninth edition",0,NA,"mesic",NA,25,101,"single record",NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ground moraine","alluvium & organic, herbaceous material & coprogenic material & lacustrine deposits","NA","fine-silty, mesic, thapto-histic fluvaquents",102098.864725069,1
"757","165725","S2003IN099002",169911,"S2003IN099002",2002-11-08,16,574918,4584027,-86.1036911010742,41.4042510986328,"NAD83",-86.1036911,41.4042511,NA,"Rex Brock, David Gehring","full pedon description","undefined observation","03N0262",0,NA,NA,NA,NA,NA,246,0,3,NA,NA,NA,"0",NA,NA,NA,"toeslope","depression","concave","concave","simple","very poorly",NA,NA,NA,"concave / concave",2002-11-08 00:00:00,NA,"sampled as","Moston, loamy substratum",NA,NA,NA,NA,"histosols","saprists","haplosaprists","limnic haplosaprists","ninth edition",0,NA,"mesic",NA,0,130,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"ground moraine","organic, herbaceous material & coprogenic material & lacustrine deposits & till, unspecified","NA","mesic, limnic haplosaprists",104737.047253905,1
"758","166075","S2005MI049001",170179,"S2005MI037001",2005-01-20,16,713664,4745030,-84.3859710693359,42.8279609680176,"WGS84",-84.385975,42.8279639,NA,"Joe Calus","full pedon description","correlates to named soil","05N0400",0,NA,NA,NA,NA,NA,247,0,NA,NA,"grass/herbaceous cover","other grass/herbaceous cover","0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,"dip",NA,2005-02-15 20:10:05,NA,"correlated","HOUGHTON",NA,"series",NA,NA,"histosols","saprists","haplosaprists","typic haplosaprists","ninth edition",0,"aquic","mesic",NA,25,100,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression & moraine","organic, herbaceous material","NA","mesic, typic haplosaprists",308710.20038261,1
"947","211847","1967MI139001",213864,"1967MI139001",2006-11-22,NA,NA,NA,-85.9524765014648,42.8364944458008,"NAD83",-85.9524833,42.8364944,NA,"unknown","soil survey inventory","TUD pedon",NA,0,NA,NA,NA,NA,NA,185.800003051758,0,NA,NA,NA,NA,"0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2016-02-19 00:00:00,"Matt Bromley","correlated","Carlisle",NA,"taxadjunct",NA,"not used","histosols","saprists","haplosaprists","hemic haplosaprists","twelfth edition",0,"aquic","mesic","not used",NA,NA,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"glacial drainage channel","organic, woody material","NA","mesic, hemic haplosaprists",176059.529837948,1
"974","212836","2005MI049001",214831,"2005MI049001",2005-04-13,17,292640,4779283,-83.549690246582,43.1378860473633,"WGS84",-83.5496944,43.1378889,NA,"Joe Calus","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,240.899993896484,1,NA,NA,NA,NA,"0",NA,NA,NA,"toeslope",NA,NA,NA,"simple","very poorly",NA,NA,NA,NA,2005-04-13 00:00:00,NA,"sampled as","Adrian",NA,"series","established","sandy or sandy-skeletal","histosols","saprists","haplosaprists","terric haplosaprists","tenth edition",0,"aquic","mesic","not used",56,130,"least missing data",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"depression","organic, herbaceous material & glaciolacustrine deposits","NA","sandy or sandy-skeletal, mesic, terric haplosaprists",402104.573529631,1
"987","213493","1965MI139019",215480,"1965MI139019",1965-10-25,NA,NA,NA,-86.1059188842773,42.9253044128418,"NAD83",-86.1059167,42.9253056,NA,"K.E. Pregitzer","full pedon description","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,184,NA,NA,NA,NA,NA,"0",NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2008-12-17 00:00:00,NA,"correlated","Boots",NA,"taxadjunct","established","not used","histosols","fibrists","haplofibrists","hemic haplofibrists","tenth edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"backswamp & flood plain & lake plain","organic, unspecified","NA","mesic, hemic haplofibrists",173858.92923554,1
"988","213504","1965MI139028",215494,"1965MI139028",1965-10-28,NA,NA,NA,-86.1413879394531,42.8055000305176,"NAD83",-86.1413889,42.8055,NA,"K.E. Pregitzer","full pedon description","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,"toeslope",NA,NA,NA,NA,"very poorly","base slope",NA,NA,NA,2008-12-17 00:00:00,NA,"correlated","Boots",NA,"taxadjunct","established","not used","histosols","fibrists","haplofibrists","typic haplofibrists","tenth edition",0,"aquic","mesic",NA,NA,NA,"most recent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,"flood plain & lake plain","organic, unspecified","NA","mesic, typic haplofibrists",160933.601934454,1
